"id","prevExp","jobResp","training","research","gathering","engage","metrics","socialMedia","degree","security","position","newsroom","engageFreq","subregion","researchFreq"
68,"1,3","1:3,2:3,9:3","23,24","1,3,15","1,2,3,7,20","1,2,12,16","null","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","1","8","8",4,"1:3,2:2,3:3,6:3","null","1:3,3:3"
69,"3","1:2,2:2,7:2,8:2,9:2,10:1,11:1,12:3,17:2,25:3","4,6,20,23,24","3,7,9,15","3,17,20,21","15,16","2,4,13,21","1:2,7:2,8:2,10:3,11:3,12:3","null","1,4,8","8",6,"2:01","South Asia","7:2,8:2"
70,"1,2","1:2,2:2,3:0,4:0,5:0,6:0,7:2,8:2,9:1,10:1,11:0,12:1,13:0,14:0,15:0,16:2,17:1,18:0,19:0,20:0,21:0,22:0,23:0,24:0,25:3","21,23,24","1,4,15","1,2,12,15,18,20","2,8,11,16","null","1:3,2:3,3:3,4:0,5:2,6:1,7:3,8:2,9:2,10:3,11:0,12:3","4","8","5",1,"1:3,2:3","South Asia","1:3,2:3,3:0,4:0,5:0,6:1,7:2,8:2,9:2"
71,"2","1:2,2:3,3:1,4:3,5:1,6:0,7:1,8:1,9:1,10:2,11:1,12:1,13:1,14:0,15:1,16:2,17:2,18:2,19:1,20:0,21:1,22:1,23:1,24:2,25:2","1,2,4,5,6,7,10,12,15,20,23,24","1,2,4,9,15","1,2,3,9,10,15,17,20","1,2,4,11,12,13,16","1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19,20,21","1:3,2:2,3:2,4:2,5:2,6:3,7:2,8:2,9:3,10:3,11:3,12:3","1,4","6,8","1",3,"1:2,2:3,3:2,4:2,5:2,6:1,7:2","North America","1:3,2:3,3:3,4:3,5:2,6:2,7:1,8:2,9:1"
72,"1,2,3,5","1:3,2:3,3:1,4:1,5:0,6:2,7:2,8:2,9:2,10:2,11:3,12:3,13:2,14:1,15:1,16:3,17:2,18:3,19:2,20:2,21:2,22:2,23:0,24:3,25:3","2,3,4,5,7,23,24","1,4,9,15","1,2,3,9,10,20","1,2,3,11,13,16","2,3,4,16,21","1:2,2:3,3:2,4:2,5:2,6:2,7:2,8:2,9:2,10:2,11:2,12:2","3","2,4,8","8",6,"1:3,2:2,3:2,4:2,5:2,6:2,7:2","Sub-Saharan Africa","1:2,2:2,3:2,4:2,5:2,6:2,7:2,8:3,9:2"
73,"2","1:2,2:1,3:1,4:1,5:0,6:1,7:2,8:2,9:2,10:2,11:2,12:3,13:2,14:2,15:2,16:3,17:3,18:3,19:3,20:2,21:1,22:1,23:2,24:2,25:2","23,24","1,4,9,15","1,2,7,17,20","1,2,12,16","null","1:1,2:3,3:2,4:2,5:1,6:2,7:2,8:2,9:2,10:1,11:2,12:2","1","8","6",1,"1:3,2:3,3:2,4:1,5:2,6:1,7:2","null","1:2,2:3,3:2,4:1,5:1,6:2,7:2,8:2,9:0"
74,"3","12:03","3,4,5,6,12,23,24","1,5,7,9,11,15","1,2,3,13,14,17,19,20,21","1,2,13,16","7,22","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","4","2,4,8","8",6,"1:3,3:3","South Asia","1:3,2:3,3:3"
75,"2","null","23,24","15","null","16","null","null","3","8","8",6,"null","null","null"
76,"2","null","23,24","15","null","16","null","null","1","8","8",4,"null","null","null"
78,"6","1:1,2:2,3:1,4:3,5:2,6:3,7:3,8:2,9:3,10:2,11:1,12:0,13:3,14:2,16:2,17:3,18:1,19:1,20:2,21:2,22:2,23:2,24:1,25:1","4,18,23,24","1,2,11,15","1,3,12","2,5,12,16","21,22","1:2,2:2,3:2,4:0,5:0,6:2,7:2,8:2,9:1,10:1,11:1,12:2","1","6,8","5",6,"1:3,2:0,3:3,4:3,5:0,6:0,7:2","South Asia","1:2,2:0,3:3,4:2,5:3,6:3,7:0,8:3,9:1"
79,"5,6","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3,13:3,14:3,15:3,16:3,17:3,18:3,19:3,20:3,21:3,22:3,23:3,24:3,25:3","4,7,9,23,24","1,4,5,6,7,10,12,15","1,2,3,7,8,9,10,11,12,14,17,18,20,21","2,8,13,16","7,9,18","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","1","2,4,5,8","8",6,"1:3,2:3,3:0,4:2,5:3,6:3,7:3","South Asia","1:3,2:3,3:3,4:3,5:3,6:1,7:3,8:3,9:2"
80,"1,2","1:2,6:3,9:3,16:3,17:3,25:3","1,2,5,6,7,8,13,16,23,24","1,2,4,15","1,2,5,9,12,17,18,19,20","2,11,13,16","4,7,19,21","1:3,2:3,3:2,4:2,5:2,6:3,7:3,9:2,10:2,11:2,12:3","1","6,8","8",1,"1:3,2:3,3:2,4:2,5:3,7:3","Sub-Saharan Africa","1:3,2:3,3:2,4:2,5:1,6:3,8:3,9:1"
81,"1,2,3,4,5,6","1:3,2:2","2,4,23,24","1,15","1,2,7","16","null","null","1,4","8","7",4,"null","South Asia","null"
82,"7","1:3,2:3,3:3,4:3,5:3,6:1,7:3,8:3,9:3,10:3,11:3,12:3,13:3,14:2,15:3,16:3,17:3,18:3,19:2,20:1,21:3,22:3,23:3,24:3,25:3","6,11,18,23,24","1,3,4,7,9,15","1,2,3,4,5,7,8,9,10,11,12,14,15,16,17,18,19,20,21","1,2,4,5,7,8,11,12,13,16","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","3","2,3,8","5",1,"1:3,2:3,3:3,4:3,5:3,6:3,7:3","Sub-Saharan Africa","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3"
83,"3","1:2,2:0,3:3,4:0,5:0,6:0,7:2,8:2,9:2,10:0,11:1,12:2,13:0,14:0,15:0,16:2,17:2,18:0,19:0,20:1,21:0,22:0,23:0,24:0,25:0","23,24","1,15","1,2,20","2,8,13,16","10,21","1:2,2:3,3:3,4:2,5:1,6:2,7:3,8:2,9:1,10:0,11:3,12:3","null","6,8","8",1,"1:3,2:3,3:1,4:1,5:2,6:1,7:2","null","1:2,2:3,3:1,4:0,5:0,6:1,7:1,8:2,9:0"
84,"1,3","1:3,2:3,3:3,4:3,5:0,6:3,7:0,8:1,9:0,10:0,11:3,12:3,13:0,14:0,15:0,16:3,17:3,18:0,19:0,20:0,21:0,22:0,23:0,24:0,25:2","23,24","4,15","1,3,7,10,12,14","2,4,13,16","null","1:3,2:3,3:3,4:2,5:2,6:3,7:3,8:1,9:3,10:3,11:3,12:2","4","8","4",2,"1:3,2:1,3:2,4:3,5:0,6:1,7:2","null","1:3,2:1,3:2,4:3,5:1,6:0,7:1,8:2,9:0"
85,"1,2,3,5","null","23,24","15","null","16","null","null","1","8","7",4,"null","null","null"
86,"1,2,3,5,6","1:3,2:2,3:1,4:3,5:0,6:1,7:1,8:3,9:2,10:2,11:3,12:3,14:1,15:3,16:0,18:2,19:0,20:1,21:1,22:1,23:0,24:0,25:0","2,3,6,23,24","4,15","1,2,5,7,9,12,14,20","2,16","1,2,4,7,21","2:3,4:1,5:3,6:0,7:3,8:1,9:1,10:3,11:1,12:3","1","6,8","10",4,"1:3,2:3,3:3,4:0,5:3,6:0,7:2","North America","1:3,2:3,3:3,4:2,5:1,6:1,7:2,8:2,9:1"
88,"1,5","1:2,2:2,3:2,4:3,5:2,6:3,7:2,8:2,9:3,10:3,11:3,12:3,13:3,14:2,15:2,16:3,17:3,18:2,19:2,20:2,21:2,22:2,23:2,24:2,25:3","2,5,23,24","4,9,15","1,2,3,5,7,9,10,12,14,17,19,20,21","1,2,4,12,13,16","1,3","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","3,4","6,8","8",6,"1:3,2:1,3:1,4:3,5:1,6:1,7:3","South Asia","1:3,3:3,4:3,5:3,6:3,8:3,9:3"
89,"1,4,6","1:3,2:2,3:2,4:3,5:3,6:2,7:2,8:3,9:3,10:3,11:3,12:3,13:2,14:2,15:3,16:3,17:3,18:3,19:3,20:3,21:3,22:3,23:2,24:2,25:3","23,24","15","1,2,3,4,5,8,9,17","16","null","null","1,2,4","8","4",1,"null","null","1:2,2:2,3:2,4:2,5:2,6:3,7:2,8:2,9:2"
90,"6","1:3,2:0,3:1,4:3,5:2,6:1,7:0,8:3,9:1,10:1,11:3,12:3,13:3,14:0,15:0,16:2,17:1,18:1,19:1,20:1,21:0,22:0,23:2,24:2,25:0","2,6,16,23,24","1,4,6,15","1,2,5,7,8,9,10,11,13,16,17,18,20,21","2,12,13,16","4,23","1:3,2:3,3:3,4:2,5:3,6:1,7:3,8:3,9:3,10:3,11:3,12:3","4","1,8","5",4,"1:1,2:3,3:1,4:3,5:0,6:1,7:1","Europe","1:3,2:3,3:2,4:3,5:3,6:3,7:1,8:1,9:1"
91,"3","null","23,24","15","null","16","null","null","1","8","4",4,"null","null","null"
92,"3","1:3,2:3,3:3,4:1,5:1,7:3,8:3,9:3,10:3,11:3,12:3,13:1,14:1,15:2,16:3,17:3,18:2,19:0,20:3,21:3,22:2,23:2,24:3,25:2","1,2,3,4,5,6,7,8,9,10,11,14,15,16,18,19,20,23,24","1,15","1,2,9,17,20","2,11,13,16","1,2,4,12,19,21","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","1","2,3,4,8","6",1,"1:3,2:1,3:2,4:0,5:3,6:0,7:1","Sub-Saharan Africa","1:3,2:2,3:2,4:1,5:0,6:2,7:0,8:1,9:0"
93,"2,5","1:3,2:2,3:2,4:3,5:0,6:0,7:1,8:3,9:2,10:2,11:2,12:3,13:3,14:0,15:2,16:3,17:2,18:2,19:2,21:2,22:3,23:2,24:3,25:3","4,7,10,23,24","1,5,9,15","1,2,9,10,13,21","1,2,11,16","1,2,4,6,9,16,18,19,21","1:2,2:3,3:2,4:1,5:3,6:2,7:3,8:3,9:2,10:3,11:3,12:3","2","2,3,8","6",1,"1:3,2:2,3:1,4:2,5:2,6:2,7:3","South Asia","1:2,2:1,3:2,4:2,5:1,6:0,7:2,8:3,9:0"
95,"3","1:1,2:0,3:0,4:0,5:0,6:0,7:0,8:1,9:0,10:1,11:0,12:1,13:1,14:0,15:1,16:1,17:1,18:0,19:0,20:0,21:0,22:0,23:0,24:0,25:0","2,3,4,6,7,9,14,16,17,18,23,24","4,12,15","1,2,3,4,5","2,16","1,2,8","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","2","6,8","5",6,"1:2,2:2,3:2,4:1,5:1,6:1,7:1","South Asia","1:2,2:2,3:2,4:2,5:1,6:0,7:2,8:0,9:2"
96,"1,3","1:2,2:2,3:0,4:0,5:0,6:0,7:1,8:2,9:2,10:1,11:2,12:2,13:0,14:0,15:0,16:2,17:2,18:1,19:1,20:0,21:0,22:0,23:0,24:0,25:2","23,24","15","null","16","null","null","1,3,4","8","6",1,"null","null","null"
98,"1,3,4","1:0,2:2,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,18:0,19:3,20:0,21:0,22:0,23:2,25:1","16,23,24","4,15","1,2,7,9,10,11,20","2,16","22","1:2,2:3,3:3,4:0,5:3,6:2,7:2,8:2,9:0,10:1,11:0,12:3","4","6,8","6",4,"1:0,2:3,3:0,5:0,6:0,7:0","North America","1:2,2:2,3:2,4:2,5:0,6:0,7:0,8:0,9:0"
99,"1,2,3","1:1,2:2,3:0,4:0,5:0,6:0,7:1,8:3,9:2,10:0,11:1,12:1,13:0,14:0,15:0,16:3,17:2,18:0,19:0,20:0,21:1,22:1,23:1,24:0,25:2","4,15,16,18,21,23,24","4,6,9,15","1,2,5,14,15,17,18,20","2,13,16","22,23","1:3,2:3,3:3,4:2,5:2,6:3,7:3,8:3,9:2,10:1,11:1,12:3","1,4","2,8","5",6,"1:3,2:2,3:1,4:0,5:2,6:0,7:1","North America","1:3,2:2,3:2,4:1,5:1,6:3,7:1,8:2,9:2"
102,"1,2,3,4,5,6","1:3,2:2,3:3,4:3,5:3,6:1,7:3,8:2,9:2,10:2,11:3,12:3,13:2,14:0,15:2,16:2,17:2,18:1,19:0,20:2,21:2,22:2,23:2,24:1,25:2","5,7,10,23,24","1,4,9,15","1,2,12,16,18,20","1,2,13,16","1,2,4","1:3,2:3,3:3,4:2,5:2,6:2,7:3,8:1,9:2,10:2,11:2,12:3","1,4","6,8","8",4,"1:3,2:2,3:1,4:2,5:3,6:2,7:2","South Asia","1:3,2:3,3:1,4:2,5:1,6:3,7:2,8:2,9:1"
103,"2","1:1,2:1,3:1,4:0,5:0,6:0,7:1,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,17:0,18:2,19:0,20:0,21:0,22:0,23:0,24:2,25:0","9,10,12,23,24","1,15","3,7,8","2,3,13,16","22","1:1,2:2,3:3,4:3,6:1,7:3,8:1,9:1,10:0,11:2,12:3","1","6,8","4",1,"1:3,2:3,7:3","South Asia","1:1,2:1,3:1,4:1,5:1,6:0,7:0,8:1"
105,"3","1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:3,10:3,11:1,12:1,13:0,14:0,15:0,16:3,17:3,18:0,19:0,20:0,21:0,22:0,23:0,24:0,25:3","23,24","15","1,2,3,5,9,10,12,20","16","null","null","1","8","8",6,"null","null","1:3,2:3,3:3,4:2,5:2,6:3,7:2,8:2,9:0"
106,"1,3","1:3,2:3,3:0,4:3,5:0,6:3,7:3,8:3,9:1,10:2,11:3,12:3,13:1,14:0,15:1,16:3,17:3,18:0,19:0,20:2,21:3,22:2,23:0,24:0,25:3","1,2,5,23,24","1,4,5,15","1,4,5,9,10,12,17,18,19,20,21","1,2,4,16","1,2,3,4,5,6,7,8,9,21","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","1","6,8","8",1,"1:3,2:3,3:0,4:2,5:1,6:1,7:1","null","1:3,2:3,3:2,4:3,5:1,6:3,7:1,8:3,9:1"
107,"7","1:3,2:1,3:2,4:0,5:0,6:0,7:0,8:3,9:1,10:0,11:1,12:1,13:0,14:0,15:0,16:0,17:0,18:0,19:0,20:0,21:0,22:0,23:2,24:3,25:3","2,3,4,23,24","4,15","9,17,20","2,11,13,16","22","1:3,2:3,3:2,4:2,5:2,6:2,8:2,9:3,10:1,11:1,12:1","null","3,8","8",4,"1:1,2:1,3:0,4:0,5:2,6:0,7:0","Sub-Saharan Africa","1:0,2:0,3:0,4:0,5:0,6:2,7:0,8:0,9:3"
108,"1","1:1,2:2,3:0,4:0,5:0,6:0,7:3,8:3,9:2,10:0,11:2,12:2,13:0,14:0,15:2,16:3,17:3,18:1,19:1,20:0,21:0,22:2,23:1,24:3,25:3","2,4,5,8,9,10,11,14,16,17,19,21,23,24","1,2,4,15","1,2,5,7,8,9,10,11,14,18,19,20","2,11,13,16","2","1:2,2:3,3:2,4:2,5:2,6:3,7:2,8:2,9:3,10:1,11:1,12:3","1,4","6,8","8",6,"1:3,2:3,3:1,4:2,5:3,6:1,7:1","South Asia","1:3,2:3,3:2,4:2,5:2,6:3,7:1,8:1,9:1"
109,"7","1:2,2:0,3:2,4:0,5:0,6:0,7:0,8:0,9:1,10:0,11:0,12:0,13:0,14:0,15:0,16:0,17:0,18:0,19:0,20:0,21:0,22:0,23:0,24:0,25:0","1,5,16,23,24","1,2,4,15","1,2,3,9,10,14,15,16,17,18,19,20","1,2,8,9,11,13,16","22","1:3,2:3,3:2,4:1,5:2,6:1,7:3,9:3,10:2,11:2,12:2","null","2,4,8","6",6,"1:3,2:3,4:2,5:3","Sub-Saharan Africa","1:3,2:2,3:1,4:2,5:0,6:3,7:0,8:0,9:3"
110,"3,5","1:2,3:3,4:3,5:2,6:2,7:2,8:2,9:3,10:3,11:3,12:3,13:2,14:2,15:2,17:3,18:2,19:2,20:2,21:2,22:2,23:2,24:2,25:2","1,4,23,24","1,4,15","1,2,3,10,19,20","2,5,13,16","1,5,7,8,9,13,18,21","1:3,3:3,4:3,5:2,6:3,7:3,8:2,9:2,10:3,11:3,12:3","1","2,4,8","8",6,"1:3,2:2,3:3,5:2,6:2,7:2","Sub-Saharan Africa","1:3,2:2,3:3,4:2,5:3,6:2,7:2,8:2,9:2"
111,"1,2,3,4,5,6","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3,13:3,14:3,15:3,16:3,17:3,18:3,19:3,20:3,21:3,22:3,23:3,24:3,25:3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24","1,3,4,15","1,2,5,8,9,10,14,17,18,19,20,21","1,2,13,16","16,21","1:3,5:3,7:3","1,4","6,8","7",4,"1:3,2:3,5:3","Latin America and the Caribbean","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:0"
112,"1,3","1:2,2:2,3:2,4:2,5:2,6:2,7:2,8:2,9:2,10:2,11:2,12:2,13:2,14:2,15:2,16:2,17:2,18:2,19:2,20:2,21:2,22:2,23:2,24:2,25:2","1,2,5,9,10,11,12,23,24","4,15","1,10,20","2,13,16","7","1:0,2:0,3:2,6:2,7:2,8:2,10:2,11:3,12:3","3","4,8","8",4,"1:03","South Asia","1:2,7:2,8:2"
116,"6","null","23,24","15","null","16","null","null","null","8","5",4,"null","null","null"
117,"6","1:3,3:3,16:1,18:1","2,5,8,23,24","1,2,4,6,7,8,15","1,3,7,8,20","2,3,8,10,11,12,13,16","1","1:2,2:3,3:3,4:3,5:2,6:3,7:2,8:2,9:3,10:3,11:3,12:2","null","2,3,4,8","5",6,"1:3,3:1,4:0,5:3","Sub-Saharan Africa","1:3,4:2,6:3"
118,"1,2,6","1:3,2:0,3:0,4:2,5:0,6:0,7:0,8:3,9:1,10:2,11:0,12:0,13:1,14:0,15:2,16:0,17:0,18:0,19:0,20:0,21:0,22:0,23:0,24:0,25:0","5,9,15,23,24","4,6,9,15","1,3,5,7,8,9,10,11,12,14,16,17,18,19,20","14,16","22","1:3,2:3,3:3,4:1,5:3,6:0,7:3,8:3,9:0,10:0,11:1,12:2","3","6,8","4",6,"1:0,2:0,3:0,4:0,5:0,6:0,7:0","Eurasia / Former USSR","1:3,2:1,3:1,4:3,5:2,6:3,7:3,8:3,9:0"
119,"1","1:3,2:0,3:3,4:0,5:3,6:3,7:2,8:2,9:2,10:0,11:2,12:2,13:0,14:0,15:0,16:3,17:2,18:2,19:0,20:2,21:2,22:2,23:2,24:0,25:0","4,23,24","9,15","1,2,9,12","1,2,3,12,13,16","22","1:3,2:3,3:2,4:2,5:2,6:1,7:2,8:1,9:1,10:1,11:1,12:2","4","6,8","3",1,"1:2,3:1,4:3,5:1,6:2,7:2","North America","1:3,2:2,3:2,4:2,5:1,6:1,7:2,8:2,9:1"
120,"1,2","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3,13:3,14:3,16:3,17:3,18:3,19:3,20:3,21:3,22:3,23:3,24:3,25:3","23,24","1,4,9,15","1,2,3,5,7,8,10,11,12,13,14,15,16,17,18,19,20,21","1,2,13,16","1,2","2:03","1","4,8","8",4,"2:00","null","1:3,2:3,3:3,4:3,5:3,8:3"
121,"7","1:1,3:3,11:3,13:2,17:3","2,4,8,23,24","15","1,9,12","2,5,13,16","2,7","1:2,2:2,3:3,4:3,5:2,7:1","null","8","3",6,"1:03","North America","1:2,4:2,5:1,6:1,8:2"
122,"1,3,6","1:3,2:3,3:1,4:3,5:1,6:2,7:2,8:3,9:3,10:3,11:3,12:3,13:3,14:2,15:3,16:3,17:3,18:1,19:1,20:1,21:3,22:3,23:2,24:3,25:3","2,4,6,23,24","1,4,8,15","1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","2,3,11,16","2,3,4,5,6,7,8,9,10,11,12,17,18,19,20,21","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","1","4,8","5",1,"1:3,2:3,3:3,5:3","South Asia","1:3,2:3,3:3,4:3,5:3,6:3,7:2,8:2,9:3"
123,"7","1:2,2:0,3:0,4:0,5:0,6:0,7:0,8:2,9:1,10:0,11:1,12:2,13:0,14:0,15:0,16:2,17:2,18:0,19:0,20:0,21:0,22:0,23:0,24:0,25:3","4,7,17,23,24","1,4,15","1,2,8,9,10,20","2,16","22","1:3,2:3,3:3,4:2,5:3,6:3,7:3,8:3,9:3,10:3,11:0,12:3","1,3","6,8","8",6,"1:0,2:3,5:0","Europe","1:3,2:3,3:0,4:1,5:1,6:1,7:1,8:2,9:0"
124,"3","1:3,2:3,3:3,4:2,5:1,6:2,7:3,8:3,9:1,10:1,11:3,12:3,13:1,14:3,16:2,17:2,18:2,19:2,20:2,21:2,22:1,23:1,25:2","3,4,5,8,12,15,16,18,20,23,24","5,7,11,15","1,3,20","2,13,16","6,7,8,11,12,13,14,16,17,18","1:3,2:3,3:3,4:3,5:2,6:3,7:3,8:3,9:3,10:3,11:3,12:3","1","2,3,4,8","5",6,"1:3,2:0,3:1,5:2,6:3,7:3","Sub-Saharan Africa","1:3,2:0,3:0,4:0,5:1,6:2,7:3,8:3,9:1"
125,"1,2,3,6","1:3,2:3,3:2,4:3,5:1,6:1,7:3,8:3,9:3,10:3,11:3,12:3,13:3,14:0,15:1,16:3,17:3,18:2,19:1,20:2,21:2,22:2,23:2,24:2,25:3","1,5,6,10,23,24","1,2,3,15","1,2,5,8,9,10,11,17,18,19,20","2,4,5,11,12,13,16","2,3,4,5,6,7,16","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:2,12:3","3","6,8","7",4,"1:3,2:3,3:2,4:3,5:3,6:2,7:2","South Asia","1:2,2:2,3:1,4:2,5:3,6:3,7:3,8:3,9:3"
126,"1,2,3,4,6","1:3,2:3,3:3,4:3,8:3,9:3,10:3,11:3,15:3,25:3","21,23,24","1,4,15","1,2,5,11,12,14,18,19,20","2,11,16","22","1:3,2:3,3:3,4:3,5:3,6:3,7:3,9:3,12:3","1","6,8","6",6,"1:3,2:3","Latin America and the Caribbean","1:3,2:3,4:3,5:3,6:3"
127,"3,4","null","23,24","15","null","16","null","null","4","8","10",4,"null","null","null"
128,"1,2,3,4","1:2,2:1,3:1,4:1,5:2,6:1,7:1,8:1,9:2,10:3,11:2,12:3,13:1,14:0,15:2,16:2,17:2,18:2,19:2,20:2,21:2,22:2,23:1,24:1,25:2","21,23,24","1,2,3,4,7,15","1,2","1,2,3,7,12,16","1,4,5,8,9","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","1","3,8","8",4,"1:3,2:3,3:3,4:2,5:2,6:3,7:3","Latin America and the Caribbean","1:3,2:3,3:3,4:3,5:3,6:2,7:2,8:3,9:3"
129,"1,2,4,5","1:3,2:2,3:2,4:3,5:2,6:2,7:2,8:2,9:3,10:3,11:3,12:3,13:3,14:3,15:3,17:3,18:3,19:3,20:3,21:3,22:3,23:3,24:3,25:3","1,2,5,7,15,23,24","1,2,4,5,7,10,15","1,2,5","1,2,3,7,13,16","2,4,6,7","1:3,2:3,4:2,5:2,6:2,8:3,10:2,11:2,12:3","null","2,3,8","4",1,"1:3,2:3","South Asia","1:3,2:3,8:3"
131,"3","1:3,2:2,3:2,4:2,5:2,6:2,7:2,8:2,9:2,10:2,11:2,12:2,13:1,14:1,15:2,16:3,17:3,18:1,19:0,20:0,21:0,22:1,23:0,25:1","2,23,24","1,2,5,11,15","1,3,7,8,9,10,12,13,15,17,18,20","1,2,12,16","2,7","1:3,2:3,4:2,5:2,6:3,7:3,8:2,9:2,10:2,11:2,12:2","1","2,8","8",6,"1:3,7:3","Sub-Saharan Africa","1:3,2:3,3:2,4:2,5:1,6:2,7:2,8:3,9:2"
132,"1,2,3","1:2,2:1,3:0,4:0,5:0,6:2,7:3,8:2,9:1,10:1,11:2,12:2,13:1,14:1,15:1,16:3,17:3,18:1,19:2,20:1,21:2,22:1,23:2,24:2,25:3","2,4,5,18,19,23,24","1,4,14,15","1,2,7,9,10,12,14,17,18,20","1,2,7,16","1,5","1:3,2:3,3:3,4:2,5:3,6:3,7:3,8:3,9:3,10:2,11:3,12:3","3","6,8","4",2,"1:3,2:3,3:3,4:1,5:3,6:2,7:3","South Asia","1:2,2:3,3:2,4:2,5:1,6:3,7:3,8:3,9:2"
134,"1,2,3,6","1:2,2:0,3:3,4:0,5:0,6:0,7:2,8:2,9:2,10:2,11:2,12:2,13:0,14:0,15:0,16:2,17:3,18:0,19:0,20:1,21:1,22:0,23:0,24:0,25:2","1,2,3,4,5,9,10,11,13,14,15,16,17,18,19,23,24","1,4,9,15","3,7,8,9,12,20","1,2,13,16","4,20","1:2,2:3,3:3,4:2,5:3,6:3,7:3,8:3,9:3,10:2,11:2,12:3","null","6,8","5",6,"1:2,2:2,3:2,4:1,5:2,6:1,7:2","Sub-Saharan Africa","1:1,2:2,3:1,4:0,5:0,6:2,7:0,8:2,9:0"
135,"7","1:2,2:2,3:0,4:1,5:0,6:0,7:0,8:1,9:0,10:0,11:1,12:2,13:0,14:0,15:0,16:3,17:3,18:0,19:0,20:0,21:1,22:1,23:0,24:0,25:0","23,24","15","null","16","null","null","1,3","8","5",1,"null","null","null"
136,"3","1:3,2:3,3:1,4:1,5:1,6:3,7:1,8:1,9:0,10:0,11:2,12:2,13:1,14:1,15:1,16:2,17:2,18:2,19:0,20:0,21:0,22:0,23:0,24:0,25:2","23,24","1,4,15","1,2,3,7,16","13,16","null","null","1","8","8",1,"1:3,2:3,3:1,4:1,5:3,6:1","null","1:3,2:3,3:1,4:2,5:2,6:3,7:2,8:2,9:1"
138,"1,2,3","1:2,2:3,3:1,4:2,5:0,6:0,7:3,8:3,9:3,10:1,11:3,12:3,13:0,14:0,15:1,16:2,17:1,18:0,19:1,20:0,21:2,22:2,23:1,24:1,25:1","1,4,5,6,10,14,15,18,23,24","2,4,11,15","1,2,9,10,14,17,18,19,20","2,12,13,16","1,2,3,4,6,7,8,9,18,19,21","1:3,2:3,3:2,4:2,5:2,6:1,7:2,8:1,9:1,10:0,11:0,12:3","3","2,8","8",6,"1:2,2:2,3:1,4:1,5:1,6:1,7:1","North America","1:2,2:3,3:1,4:2,5:0,6:3,7:2,8:2,9:1"
140,"1,4,5,6","1:3,2:0,3:0,4:0,5:0,6:2,7:0,8:3,9:3,10:3,11:2,12:3,13:0,14:0,15:0,16:3,17:2,18:0,19:0,20:0,21:3,22:3,23:2,24:1,25:1","4,15,16,17,18,23,24","1,4,7,8,9,11,15","1,2,5,8,9,10,12,14,15,18,20","1,2,11,12,16","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","1:3,2:3,3:3,4:2,5:3,6:2,7:3,8:2,9:3,10:1,11:1,12:1","1","6,8","7",6,"1:3,2:3,3:2,4:1,5:2,6:1,7:1","null","1:3,2:2,3:1,4:1,5:0,6:1,7:2,8:2,9:0"
141,"7","null","23,24","15","null","16","null","null","1","8","1",1,"null","null","null"
